42367.264099927,3,1027902886,100,3285100,1
42367.264099927,1,249,100,3285000,1
42367.264100162,3,1027902890,100,3281800,1
42367.264100162,1,247,100,3281700,1
42367.264101118,3,1027902894,100,3256200,1
42367.264101118,1,245,100,3256100,1
42367.264101270,3,1027902898,100,3215200,1
42367.264101270,1,243,100,3215200,1
42367.264101447,3,1027902902,100,3215200,1
42367.264101447,1,241,100,3215200,1
42367.266903754,3,-11,100,3314400,1
42367.267712239,3,249,100,3285000,1
42367.267712239,1,238,100,3285100,1
42367.267713056,3,247,100,3281700,1
42367.267713056,1,236,100,3281800,1
42367.267713203,3,245,100,3256100,1
42367.267713203,1,234,100,3256200,1
42367.267713314,3,243,100,3215200,1
42367.267713314,1,232,100,3215200,1
42367.267713418,3,241,100,3215200,1
42367.267713418,1,230,100,3215200,1
42367.267741955,3,238,100,3285100,1
42367.267741955,1,228,100,3285000,1
42367.267742240,3,236,100,3281800,1
42367.267742240,1,226,100,3281700,1
42367.267743129,3,234,100,3256200,1
42367.267743129,1,224,100,3256100,1
42367.267743258,3,232,100,3215200,1
42367.267743258,1,222,100,3215200,1
42367.267743377,3,230,100,3215200,1
42367.267743377,1,220,100,3215200,1
42367.268460544,3,228,100,3285000,1
42367.268460544,1,218,100,3285100,1
42367.268460768,3,226,100,3281700,1
42367.268460768,1,216,100,3281800,1
42367.268461003,3,224,100,3256100,1
42367.268461003,1,214,100,3256200,1
42367.268461971,3,222,100,3215200,1
42367.268461971,1,212,100,3215200,1
42367.268462074,3,220,100,3215200,1
42367.268462074,1,210,100,3215200,1
42367.269557856,3,218,100,3285100,1
42367.269557856,1,208,100,3285000,1
42367.269558018,3,216,100,3281800,1
42367.269558018,1,206,100,3281700,1
42367.269558172,3,214,100,3256200,1
42367.269558172,1,204,100,3256100,1
42367.269558435,3,212,100,3215200,1
42367.269558435,1,202,100,3215200,1
42367.269558712,3,210,100,3215200,1
42367.269558712,1,200,100,3215200,1
42367.269583287,3,208,100,3285000,1
42367.269583287,1,198,100,3285100,1
42367.269583540,3,206,100,3281700,1
42367.269583540,1,196,100,3281800,1
42367.269584577,3,204,100,3256100,1
42367.269584577,1,194,100,3256200,1
42367.269584810,3,202,100,3215200,1
42367.269584810,1,192,100,3215200,1
42367.269584912,3,200,100,3215200,1
42367.269584912,1,190,100,3215200,1
42367.270487829,3,198,100,3285100,1
42367.270487829,1,188,100,3285000,1
42367.270487981,3,196,100,3281800,1
42367.270487981,1,186,100,3281700,1
42367.270488147,3,194,100,3256200,1
42367.270488147,1,184,100,3256100,1
42367.270488410,3,192,100,3215200,1
42367.270488410,1,182,100,3215200,1
42367.270488526,3,190,100,3215200,1
42367.270488526,1,180,100,3215200,1
42367.270520359,3,188,100,3285000,1
42367.270520359,1,178,100,3285100,1
42367.270520627,3,186,100,3281700,1
42367.270520627,1,176,100,3281800,1
42367.270520870,3,184,100,3256100,1
42367.270520870,1,174,100,3256200,1
42367.270521132,3,182,100,3215200,1
42367.270521132,1,172,100,3215200,1
42367.270521274,3,180,100,3215200,1
42367.270521274,1,170,100,3215200,1
42367.271024869,3,178,100,3285100,1
42367.271024869,1,168,100,3285000,1
42367.271025117,3,176,100,3281800,1
42367.271025117,1,166,100,3281700,1
42367.271025338,3,174,100,3256200,1
42367.271025338,1,164,100,3256100,1
42367.271025501,3,172,100,3215200,1
42367.271025501,1,162,100,3215200,1
42367.271025645,3,170,100,3215200,1
42367.271025645,1,160,100,3215200,1
42367.273551138,1,159,100,3314700,1
42367.283033829,3,-4,10,3315200,-1
42367.283054613,3,-4,8,3315200,-1
42367.283059501,1,156,40,3315000,1
42367.283079123,1,155,20,3315000,1
42367.284822779,3,-16,100,3315800,-1
42367.284908460,3,-10,50,3315500,-1
42367.284961149,3,-12,100,3315600,-1
42367.285010108,1,151,50,3315300,-1
42367.285063102,1,150,10,3315200,-1
42367.285350565,3,151,50,3315300,-1
42367.286132571,3,168,100,3285000,1
42367.286132571,1,147,100,3285100,1
42367.286133422,3,166,100,3281700,1
42367.286133422,1,145,100,3281800,1
42367.286133669,3,164,100,3256100,1
42367.286133669,1,143,100,3256200,1
42367.286133942,3,162,100,3215200,1
42367.286133942,1,141,100,3215200,1
42367.286134092,3,160,100,3215200,1
42367.286134092,1,139,100,3215200,1
42367.287305995,1,138,100,3314400,1
42367.287621036,3,-3,1,3314800,1
42367.298872079,4,136,9,3315200,-1
42367.298894093,3,-6,20,3315300,-1
42367.298897863,1,134,30,3315000,1
42367.298902713,3,150,9,3315200,-1
42367.298914084,1,132,78,3316100,-1
42367.298932924,1,131,100,3314800,1
42367.298942041,3,1027894894,1,3314900,1
42367.298942041,1,129,1,3315000,1
42367.298948103,1,128,50,3315000,1
42367.298959171,3,-23,20,3313800,1
42367.298959980,3,-33,100,3313300,1
42367.299207616,1,125,30,3315300,-1
42367.299208518,1,124,15,3314600,1
42367.299229116,3,1027884826,30,3314900,1
42367.299339375,3,1027886366,10,3314900,1
42367.299620993,3,-999999999,29,3315200,-1
42367.299723272,3,1027901442,100,3314900,1
42367.299851642,3,147,100,3284900,1
42367.299851642,1,118,100,3285000,1
42367.299853344,3,145,100,3281600,1
42367.299853344,1,116,100,3281700,1
42367.299854186,3,143,100,3256100,1
42367.299854186,1,114,100,3256200,1
42367.299854468,3,141,100,3215200,1
42367.299854468,1,112,100,3215200,1
42367.299854610,3,139,100,3215200,1
42367.299854610,1,110,100,3215200,1
42367.299886400,3,118,100,3285000,1
42367.299886400,1,108,100,3285100,1
42367.299886598,3,116,100,3281700,1
42367.299886598,1,106,100,3281800,1
42367.299886749,3,114,100,3256200,1
42367.299886749,1,104,100,3256300,1
42367.299886956,3,112,100,3215200,1
42367.299886956,1,102,100,3215200,1
42367.299887074,3,110,100,3215200,1
42367.299887074,1,100,100,3215200,1
42367.300504673,3,-7,1,3314600,1
42367.300537170,1,98,29,3314200,1
42367.300864634,3,1027886474,100,3314500,1
42367.300869099,3,-20,200,3316000,-1
42367.300873104,1,95,300,3316400,-1
42367.301030721,3,108,100,3285100,1
42367.301030721,1,93,100,3285000,1
42367.301031083,3,106,100,3281800,1
42367.301031083,1,91,100,3281700,1
42367.301032014,3,104,100,3256300,1
42367.301032014,1,89,100,3256200,1
42367.301032155,3,102,100,3215200,1
42367.301032155,1,87,100,3215200,1
42367.301032387,3,100,100,3215200,1
42367.301032387,1,85,100,3215200,1
42367.301874804,3,-25,100,3313700,1
42367.302265807,3,128,50,3314900,1
42367.302289812,1,82,25,3315300,-1
42367.302908894,1,81,100,3314400,1
42367.304596679,3,134,30,3315000,1
42367.304792777,1,79,5,3314400,1
42367.305020223,3,-999999999,100,3315200,-1
42367.305199826,3,93,100,3285000,1
42367.305199826,1,76,100,3284900,1
42367.305200606,3,91,100,3281700,1
42367.305200606,1,74,100,3281600,1
42367.305200777,3,89,100,3256200,1
42367.305200777,1,72,100,3256100,1
42367.305200979,3,87,100,3215200,1
42367.305200979,1,70,100,3215200,1
42367.305201150,3,85,100,3215200,1
42367.305201150,1,68,100,3215200,1
42367.307503242,3,76,100,3284900,1
42367.307503242,1,66,100,3285000,1
42367.307503434,3,74,100,3281600,1
42367.307503434,1,64,100,3281700,1
42367.307503594,3,72,100,3256100,1
42367.307503594,1,62,100,3256200,1
42367.307504637,3,70,100,3215200,1
42367.307504637,1,60,100,3215200,1
42367.307504797,3,68,100,3215200,1
42367.307504797,1,58,100,3215200,1
42367.309221344,3,66,100,3285000,1
42367.309221344,1,56,100,3284900,1
42367.309221511,3,64,100,3281700,1
42367.309221511,1,54,100,3281600,1
42367.309221668,3,62,100,3256200,1
42367.309221668,1,52,100,3256100,1
42367.309221851,3,60,100,3215200,1
42367.309221851,1,50,100,3215200,1
42367.309223087,3,58,100,3215200,1
42367.309223087,1,48,100,3215200,1
42367.312673429,3,56,100,3284900,1
42367.312673429,1,46,100,3285000,1
42367.312674320,3,54,100,3281600,1
42367.312674320,1,44,100,3281700,1
42367.312674428,3,52,100,3256100,1
42367.312674428,1,42,100,3256200,1
42367.312674573,3,50,100,3215200,1
42367.312674573,1,40,100,3215200,1
42367.312674812,3,48,100,3215200,1
42367.312674812,1,38,100,3215200,1
42367.315897669,3,138,100,3314400,1
42367.316177707,3,79,5,3314400,1
42367.318039848,1,35,300,3317800,-1
42367.331223955,1,34,10,3315000,1
42367.331278277,3,34,10,3315000,1
42367.331408371,3,46,100,3285000,1
42367.331408371,1,31,100,3284900,1
42367.331408727,3,44,100,3281700,1
42367.331408727,1,29,100,3281600,1
42367.331408974,3,42,100,3256200,1
42367.331408974,1,27,100,3256100,1
42367.331410658,3,40,100,3215200,1
42367.331410658,1,25,100,3215200,1
42367.331410792,3,38,100,3215200,1
42367.331410792,1,23,100,3215200,1
42367.332269738,1,22,4,3314300,1
42367.335383392,1,21,30,3315000,1
42367.335416938,3,125,30,3315200,-1
42367.336184221,3,31,100,3284900,1
42367.336184221,1,18,100,3285000,1
42367.336184489,3,29,100,3281600,1
42367.336184489,1,16,100,3281700,1
